t,PR1,T1,R1,PR3,T3,R3,PR2,T2,R2,PR4,T4,R4,P,E2,E1,E3,E4
1442275200,2516.89,23.348,6.085,2326.3,24.078,4.43,2457.73,23.897,5.982,2515.97,22.582,27.685,11.054,7666.75,8043.79,7813.79,7859.67
1442232000,2516.82,23.41,6.08,2326.28,24.139,4.429,2447.8,24.281,5.224,2512.71,22.723,27.306,11.041,7664.56,8043.48,7813.91,7859.39
1442188800,2515.61,23.473,5.987,2325.22,24.198,4.353,2456.82,24.028,5.912,2511.08,22.748,27.115,11.074,7660.9,8041.75,7813.24,7857.98
1442145600,2515.69,23.531,5.995,2325.45,24.254,4.37,2449.46,24.34,5.349,2510.08,22.799,27,11.044,7658.36,8040.94,7813.39,7857.44
1442102400,2515.42,23.582,5.975,2325.33,24.306,4.362,2448.91,24.417,5.307,2505.74,22.944,26.493,11.054,7655.19,8039.46,7812.83,7855.96
1442059200,2515.33,23.638,5.969,2325.39,24.359,4.367,2439.86,24.782,4.615,2504.42,23,26.34,11.071,7652.47,8038.76,7812.53,7855.13
1442016000,2514.23,23.689,5.884,2324.6,24.407,4.31,2447.24,24.567,5.178,2506.09,22.913,26.534,11.287,7649.01,8037.13,7811.42,7853.08
1441972800,2515.23,23.72,5.962,2325.67,24.447,4.388,2438.78,24.958,4.531,2491.87,23.265,24.876,11.23,7647.92,8036.9,7811.67,7853.03
1441929600,2515.47,23.775,5.982,2326.01,24.486,4.413,2434.24,-33.314,4.152,2489.01,23.353,24.543,11.227,7645.93,8036.26,7811.52,7852.39
1441886400,2515.34,23.817,5.973,2325.98,24.526,4.411,2429.81,-33.214,3.816,2487.88,23.396,24.411,11.18,7644.2,8035.83,7811.88,7852.2
1441843200,2515.12,23.854,5.956,2325.91,24.561,4.407,2433.68,-33.243,4.11,2480.21,23.602,23.517,11.236,7641.35,8034.04,7810.88,7850.36
1441800000,2515.62,23.886,5.996,2326.47,24.594,4.448,2427.28,-33.093,3.624,2479.15,23.611,23.393,11.357,7639.44,8033.59,7810.53,7849.49
1441756800,2515.82,23.914,6.012,2326.64,24.625,4.461,2424.77,-33.008,3.433,2475.37,23.776,22.953,11.427,7638.08,8033.18,7810.43,7849.05
1441713600,2515.71,23.947,6.005,2326.52,24.661,4.452,2420.02,-32.9,3.072,2473.95,23.844,22.787,11.45,7636.69,8033.05,7810.65,7848.87
1441670400,2514.79,23.983,5.933,2325.64,24.699,4.389,2425.22,-32.981,3.467,2474.94,23.814,22.903,11.537,7634.46,8031.94,7810.25,7847.82
1441627200,2514.48,24.028,5.91,2325.43,24.742,4.373,2419.46,-32.858,3.029,2474.45,23.849,22.846,11.565,7632.44,8031.9,7810.52,7847.65
1441584000,2513.3,24.055,5.819,2324.48,24.781,4.305,2430.17,-33.022,3.843,2471.51,23.907,22.503,11.685,7629.67,8030.16,7809.74,7846.2
1441540800,2513.84,24.067,7.292,2325.18,24.814,5.419,2422.87,-32.832,4.091,2471.7,23.864,28.021,11.812,7627.72,8030.45,7809.64,7845.71
1441497600,2514.06,24.095,7.314,2325.51,24.844,5.449,2420.14,-32.387,3.833,2465.64,24.074,27.144,11.863,7626.3,8030.19,7809.4,7845.36
1441454400,2514.22,24.107,7.329,2325.79,24.872,5.475,2413.18,-9.422,3.644,2463.26,24.164,26.799,11.805,7625.57,8030.92,7810.05,7846.01
1441411200,2513.93,24.215,7.304,2325.75,24.894,5.472,2418.31,8.631,3.904,2461.44,24.24,26.535,11.721,7623.96,8030.1,7809.85,7845.66
1441368000,2514.88,24.23,7.396,2326.75,24.909,5.563,2410.26,8.87,3.141,2456.35,24.436,25.798,11.609,7623.11,8029.87,7809.87,7845.44
1441324800,2515.33,24.24,7.441,2327.16,24.922,5.6,2406.05,9.115,2.74,2454.81,24.514,25.576,11.544,7622.37,8029.57,7809.83,7845.05
1441281600,2515.48,24.256,7.455,2327.24,24.941,5.608,2398.88,9.375,2.059,2454.52,24.535,25.533,11.502,7621.46,8029.57,7809.93,7844.67
1441238400,2514.41,24.276,7.352,2326.2,24.962,5.513,2407.26,9.204,2.853,2455.27,24.499,25.642,11.592,7620,8028.21,7809.26,7843.57
1441195200,2514.09,24.303,7.322,2325.93,24.988,5.489,2403.24,9.312,2.471,2455.94,24.477,25.739,11.628,7618.96,8028.5,7809.62,7843.67
1441152000,2513.02,24.33,7.218,2325.05,25.012,5.41,2412.75,9.285,3.371,2460.08,24.3,26.338,11.834,7617.02,8027.51,7808.94,7842.4
1441108800,2513.87,24.348,7.302,2325.96,25.03,5.492,2405.11,9.67,2.644,2454.04,24.497,25.464,11.861,7616.34,8027.82,7809.24,7842.57
1441065600,2513.82,24.366,7.297,2325.94,25.048,5.491,2404.81,9.863,2.613,2450.95,24.646,25.016,11.91,7615.4,8027.49,7809.28,7842.44
1441022400,2513.92,24.385,7.307,2326.12,25.068,5.508,2399.23,9.93,2.084,2453.08,24.568,25.324,11.986,7614.32,8027.88,7809.4,7842.26
1440979200,2513.37,24.399,7.254,2325.72,25.082,5.471,2406.58,10.926,2.767,2452.25,24.597,25.204,12.108,7613.32,8026.96,7809.09,7841.79
1440936000,2514.35,24.407,7.349,2326.71,25.095,5.562,2395.8,27,1.548,2449.15,24.705,24.756,12.183,7612.96,8027.53,7809.19,7841.85
1440892800,2514.02,24.434,7.318,2326.42,25.108,5.535,2399.52,26.889,1.901,2446.41,24.82,24.358,12.235,7612.48,8026.85,7809.08,7841.82
1440849600,2514.22,24.446,7.337,2326.67,25.119,5.558,2395.86,27.034,1.553,2445.21,24.884,24.186,12.267,7612.28,8027.27,7809.34,7842.35
1440806400,2514.09,24.454,7.325,2326.6,25.128,5.552,2398.57,26.969,1.81,2445.43,24.893,24.217,12.352,7611.44,8026.64,7808.84,7841.71
1440763200,2514.59,24.461,7.374,2327.04,25.139,5.592,2390.44,27.26,1.038,2442.69,25.02,23.821,12.268,7611.71,8027.2,7809.51,7842.49
1440720000,2513.89,24.473,7.306,2326.32,25.154,5.527,2396.09,27.071,1.574,2443.75,24.97,23.973,12.299,7610.94,8026.35,7809.23,7841.69
1440676800,2513.84,24.489,7.301,2326.25,25.172,5.521,2390.89,27.256,1.08,2444.03,24.969,24.015,12.255,7610.11,8026.42,7809.41,7841.5
1440633600,2512.89,24.508,7.21,2325.31,25.194,5.436,2399.51,26.976,1.899,2446.11,24.873,24.315,12.36,7608.83,8025.32,7808.95,7840.49
1440590400,2512.91,24.533,7.212,2325.37,25.218,5.441,2392.49,27.228,1.232,2445.98,24.892,24.297,12.343,7607.99,8025.83,7809.59,7840.83
1440547200,2511.98,24.557,7.123,2324.55,25.242,5.367,2402.59,26.916,2.191,2445.92,24.901,24.289,12.433,7606.23,8024.41,7808.88,7839.62
1440504000,2512.35,24.582,7.159,2324.98,25.266,5.406,2392.6,27.275,1.242,2446.38,24.879,24.356,12.46,7604.98,8025.14,7809.46,7839.87
1440460800,2511.62,24.605,7.089,2324.38,25.288,5.353,2398.75,27.097,1.826,2448.46,24.8,24.657,12.612,7603.1,8024.27,7808.98,7838.94
1440417600,2511.91,24.616,7.118,2324.8,25.307,5.39,2393.11,27.321,1.289,2447.69,24.83,24.544,12.678,7602.18,8024.65,7809.47,7839.17
1440374400,2512.03,24.61,7.129,2325.02,25.322,5.411,2393.44,27.355,1.32,2446.27,24.875,24.339,12.887,7600.62,8024,7808.8,7838.09
1440331200,2512.68,24.63,7.193,2325.7,25.338,5.473,2385.36,27.663,0.553,2437.11,25.262,23.013,12.869,7600.47,8024.12,7809.18,7838.73
1440288000,2512.17,24.647,7.144,2325.27,25.349,5.434,2393.82,27.413,1.355,2438.45,25.195,23.207,13.006,7599.77,8023.47,7808.95,7838.31
1440244800,2513.19,24.645,7.243,2326.19,25.363,5.517,2380.38,27.919,0.078,2434.6,25.384,22.65,12.972,7599.42,8024.39,7809.39,7838.99
1440201600,2512.35,24.727,7.163,2325.3,25.385,5.437,2386.23,-6.613,1.062,2435.37,25.334,22.761,12.976,7598.77,8023.79,7809.59,7838.8
1440158400,2511.78,24.751,7.108,2324.79,25.413,5.391,2383.04,-6.637,0.76,2434.81,25.371,22.681,12.879,7597.34,8023.87,7810.1,7839.04
1440115200,2510.43,24.788,6.978,2323.67,25.44,5.29,2395.31,-6.992,1.925,2437.71,25.238,23.101,12.921,7595.1,8022.92,7809.87,7838.12
1440072000,2510.89,24.794,7.023,2324.31,25.463,5.348,2388.06,-7.128,1.241,2436.59,25.265,22.938,12.88,7593.14,8023.24,7810.39,7838.29
1440028800,2510.76,24.816,7.011,2324.43,25.48,5.359,2389.29,-7.817,1.366,2436.98,25.246,22.994,12.921,7590.71,8022.8,7810.34,7837.92
1439985600,2511.2,24.826,7.054,2325.13,25.488,5.423,2383.33,27.817,0.358,2442.79,24.991,23.835,13.042,7588.61,8023.62,7810.84,7837.86
1439942400,2512.04,24.856,7.136,2326.16,25.487,5.517,2381.31,27.941,0.166,2441.83,25.016,23.695,13.31,7586.88,8023.41,7810.31,7836.89
1439899200,2513.7,24.829,7.297,2327.85,25.481,5.67,2370.27,28.365,-0.883,2426.55,25.692,21.485,13.327,7587.26,8023.55,7810.66,7837.56
1439856000,2514,24.814,7.326,2328.19,25.473,5.701,2370.57,28.37,-0.855,2420.07,25.958,20.546,13.417,7587.6,8023.29,7810.8,7838.29
1439812800,2514.47,24.832,7.372,2328.69,25.465,5.746,2365.52,28.544,-1.334,2419.92,25.942,20.524,13.411,7587.85,8024.39,7811.57,7839.32
1439769600,2514.33,24.824,7.357,2328.64,25.457,5.742,2369.81,28.403,-0.927,2417.81,26.015,20.219,13.475,7588.01,8024.02,7811.65,7839.66
1439726400,2514.88,24.809,7.411,2329.21,25.449,5.793,2363.49,28.625,-1.527,2418.49,26.003,20.317,13.464,7587.97,8024.93,7812.16,7840.29
1439683200,2514.51,24.797,7.375,2328.91,25.44,5.766,2370.15,28.406,-0.894,2416.63,26.044,20.046,13.529,7587.99,8024.34,7812.11,7840.47
1439640000,2515,24.774,7.421,2329.47,25.434,5.817,2362.19,28.67,-1.651,2418.56,25.982,20.327,13.51,7587.91,8025.74,7812.83,7841.22
1439596800,2514.69,24.829,7.393,2329.09,25.424,5.782,2371,28.361,-0.814,2418.69,25.966,20.345,13.559,7587.82,8025.41,7812.77,7841.24
1439553600,2515.5,24.818,7.471,2329.91,25.414,5.856,2363.7,28.625,-1.507,2423.19,25.802,20.997,13.594,7587.6,8026.85,7813.3,7841.67
1439510400,2515.44,24.809,7.465,2329.94,25.402,5.859,2366.84,28.522,-1.209,2420.8,25.89,20.651,13.497,7588.26,8027.17,7813.87,7842.77
1439467200,2515.89,24.801,7.508,2330.49,25.39,5.908,2362.47,28.671,-1.624,2416.78,26.058,20.069,13.22,7588.39,8027.86,7814.65,7844.21
1439424000,2515.97,24.633,7.512,2330.71,25.372,5.928,2368.19,28.497,-1.081,2418.34,25.982,20.294,13.174,7587.89,8027.64,7814.58,7844.04
1439380800,2517.14,24.612,7.625,2331.88,25.35,6.035,2359.81,28.797,-1.877,2422.36,25.835,20.877,13.042,7587.8,8029.35,7815.23,7844.74
1439337600,2517.78,24.586,7.686,2332.55,25.326,6.095,2360.11,28.794,-1.849,2410.92,26.239,19.22,12.949,7588.48,8028.32,7815.04,7845.36
1439294400,2518.43,24.563,7.749,2333.18,25.304,6.152,2354.25,28.993,-2.406,2414.8,26.111,19.782,12.8,7589.14,8029.9,7815.93,7846.49
1439251200,2518.19,24.541,7.725,2333,25.281,6.135,2361.31,28.741,-1.735,2413.45,26.145,19.586,12.71,7589.56,8029.47,7815.79,7846.75
1439208000,2518.9,24.52,7.793,2333.72,25.259,6.2,2355.68,28.932,-2.27,2413.21,26.153,19.552,12.525,7590.24,8030.73,7816.82,7848.1
1439164800,2518.68,24.5,7.771,2333.59,25.237,6.188,2361.74,28.711,-1.694,2412.47,26.169,19.444,12.427,7590.2,8030.34,7816.87,7848.45
1439121600,2519.13,24.479,7.815,2334.17,25.214,6.24,2356.94,28.867,-2.149,2415.28,26.065,19.851,12.305,7590.7,8031.81,7817.73,7849.55
1439078400,2519.21,24.449,7.822,2334.37,25.186,6.258,2362.53,28.68,-1.619,2414.32,26.073,19.711,12.263,7591.22,8031.61,7817.84,7849.94
1439035200,2520.39,24.413,7.936,2335.5,25.156,6.36,2352.48,29.027,-2.573,2415.86,26.025,19.934,12.168,7591.65,8033.12,7818.78,7850.87
1438992000,2520.42,24.405,7.938,2335.59,25.127,6.369,2356.99,28.873,-2.145,2413.76,26.065,19.63,12.189,7592.51,8032.81,7818.74,7851.07
1438948800,2520.89,24.381,7.984,2336.1,25.1,6.415,2351.25,29.05,-2.69,2416.46,25.974,20.021,12.198,7593.13,8034.14,7819.35,7851.74
1438905600,2520.6,24.354,7.955,2335.83,25.074,6.39,2359.65,28.749,-1.892,2415.49,25.994,19.881,12.294,7593.76,8033.84,7819.21,7851.82
1438862400,2521.19,24.334,8.011,2336.47,25.05,6.448,2350.64,29.039,-2.747,2419.23,25.845,20.421,12.314,7594.54,8035.98,7820.33,7853.09
1438819200,2520.5,24.315,7.943,2335.92,25.026,6.398,2360.53,28.69,-1.808,2420.14,25.811,20.554,12.344,7595.16,8036.04,7820.5,7853.44
1438776000,2520.63,24.296,7.956,2336.3,25.001,6.431,2354.73,28.87,-2.359,2427.81,25.473,21.663,12.287,7595.57,8037.99,7821.72,7854.61
1438732800,2520.58,24.268,7.95,2336.58,24.964,6.456,2362.15,28.633,-1.654,2433.33,25.243,22.462,12.35,7595.94,8038.25,7821.88,7854.62
1438689600,2522.32,24.223,8.118,2338.54,24.915,6.634,2351.07,29.036,-2.706,2425.96,25.558,21.396,12.198,7597.38,8039.02,7822.87,7856.16
1438646400,2523.25,24.168,8.207,2339.63,24.861,6.732,2350.57,29.055,-2.754,2428.22,25.462,21.724,12.279,7598.38,8039.27,7822.71,7856.21
1438603200,2525.07,24.115,8.382,2341.44,24.81,6.896,2338.57,29.455,-3.894,2415.42,25.987,19.87,12.031,7601.73,8040.73,7823.75,7858.7
1438560000,2524.82,24.065,8.357,2341.22,24.762,6.875,2350.46,29.005,-2.764,2413.96,25.997,19.658,11.887,7603.45,8041,7824.4,7859.6
1438516800,2525.44,24.012,8.416,2341.99,24.715,6.945,2347.17,29.082,-3.076,2412.27,26.048,19.412,11.655,7605.19,8041.93,7825.4,7861.32
1438473600,2525.53,23.959,8.423,2342.26,24.664,6.969,2354.9,28.795,-2.342,2414.17,25.959,19.687,11.617,7605.88,8042.35,7825.79,7861.89
1438430400,2526.48,23.901,8.514,2343.48,24.61,7.078,2351.45,28.893,-2.668,2415.58,25.894,19.891,11.539,7606.68,8043.57,7826.78,7863.33
1438387200,2527.55,23.882,8.617,2344.74,24.545,7.192,2354.37,28.779,-2.391,2416.84,25.827,20.073,11.613,7607.14,8044.08,7826.76,7863.68
1438344000,2529.4,23.815,8.795,2346.74,24.474,7.373,2345.81,29.059,-3.204,2413.66,25.966,19.613,11.615,7608.27,8045.84,7827.53,7865.09
1438300800,2530.55,23.737,8.904,2347.93,24.397,7.48,2348.21,28.951,-2.976,2414.32,25.91,19.708,11.696,7609.82,8046.64,7827.86,7866.25
1438257600,2532.32,23.656,9.074,2349.54,24.318,7.626,2341.78,29.141,-3.586,2414.88,25.908,19.79,11.664,7611.77,8048.66,7829.07,7868.15
1438214400,2532.98,23.572,9.136,2350.09,24.239,7.674,2346.49,28.926,-3.138,2411.55,26.036,19.307,11.63,7614.42,8048.98,7829.33,7869.58
1438171200,2533.64,23.494,9.198,2350.74,24.165,7.732,2343.17,28.976,-3.453,2416.18,25.945,19.979,11.466,7617.96,8050.88,7830.63,7871.57
1438128000,2533.5,23.418,9.182,2350.56,24.095,7.715,2353.56,28.552,-2.465,2420.13,25.762,20.551,11.438,7620.27,8051.01,7830.84,7872.25
1438084800,2533.96,23.35,9.226,2350.99,24.03,7.753,2350.47,28.59,-2.758,2426.64,25.568,21.494,11.309,7622.66,8052.41,7831.71,7872.99
1438041600,2533.78,23.294,9.207,2350.81,23.963,7.736,2362.05,28.142,-1.657,2431.66,25.396,22.223,11.286,7624.65,8052.9,7832.14,7873.61
1437998400,2534.6,23.227,9.285,2351.58,23.898,7.806,2358.02,28.233,-2.04,2436.64,25.26,22.945,11.169,7626.18,8054.26,7832.99,7874.64
1437955200,2534.7,23.161,9.293,2351.61,23.836,7.808,2366.34,27.907,-1.249,2439.27,25.141,23.325,11.196,7628.18,8054.47,7833.04,7874.8
1437912000,2535.46,23.094,9.365,2352.3,23.777,7.869,2360.65,28.043,-1.788,2441.74,25.087,23.684,11.117,7630.46,8055.98,7833.9,7875.85
1437868800,2535.1,23.029,9.329,2351.89,23.72,7.831,2372.79,27.589,-0.635,2449.7,24.8,24.837,11.164,7632.61,8056.48,7834.09,7875.98
1437825600,2535.83,22.959,9.398,2352.51,23.668,7.887,2364.27,27.828,-1.444,2452.35,24.711,25.221,11.053,7635.05,8058.26,7835.11,7877.1
1437782400,2535.27,22.965,9.343,2351.88,23.616,7.829,2378.01,27.31,-0.138,2461.68,24.303,26.571,11.105,7637.05,8059.02,7835.43,7876.91
1437739200,2536.23,22.917,9.435,2352.63,23.567,7.897,2371.14,27.509,-0.79,2455.8,24.555,25.721,10.912,7639.68,8060.09,7836.41,7878.58
1437696000,2535.48,22.874,9.361,2351.86,23.526,7.826,2384.7,27.006,0.498,2465.01,24.149,27.053,10.923,7640.42,8060.07,7836.51,7878.19
1437652800,2535.89,22.835,9.4,2352.17,23.49,7.854,2380.51,27.116,0.101,2462.86,24.264,26.742,10.799,7642.34,8060.77,7836.84,7878.89
1437609600,2535.38,22.799,9.35,2351.63,23.457,7.804,2389.22,26.786,0.929,2465.26,24.125,27.089,10.812,7643.59,8060.59,7836.92,7878.81
1437566400,2535.67,22.768,9.377,2351.81,23.43,7.82,2386.79,26.844,0.698,2464.7,24.158,27.008,10.724,7645.28,8061.39,7837.49,7879.7
1437523200,2535.07,22.745,9.318,2351.19,23.41,7.764,2392.88,26.602,1.276,2465.36,24.106,27.103,10.67,7646.57,8061.55,7837.86,7880.17
1437480000,2534.88,22.733,9.3,2351.02,23.398,7.748,2391.43,26.621,1.14,2466.77,24.061,27.307,10.516,7646.8,8062.36,7838.51,7881.02
1437436800,2533.77,22.727,9.192,2350.07,23.388,7.662,2404.7,26.158,2.4,2469.1,23.917,27.644,10.551,7646.33,8061.65,7838.48,7881.01
1437393600,2534.18,22.721,9.232,2350.66,23.375,7.715,2399.49,26.346,1.905,2468.54,23.947,27.563,10.447,7646.23,8062.9,7839.33,7882.1
1437350400,2534.14,22.708,9.227,2350.79,23.355,7.727,2405.27,26.168,2.453,2468.5,23.921,27.557,10.496,7645.68,8062.6,7839.14,7881.9
1437307200,2535.28,22.422,9.33,2352,23.327,7.837,2399.27,26.391,1.883,2466.71,24.001,27.298,10.472,7646.37,8063.89,7840.01,7882.93
1437264000,2536.37,22.397,9.436,2353.06,23.296,7.933,2393.93,26.583,1.376,2466.07,24.016,27.204,10.503,7646.77,8064.65,7840.23,7883.36
1437220800,2536.95,22.404,9.493,2353.67,23.265,7.988,2388.41,26.75,0.852,2463.8,24.098,26.876,10.429,7648.17,8065.89,7841.31,7884.89
1437177600,2536.84,22.592,9.486,2353.59,23.236,7.979,2394.01,26.548,1.384,2463.59,24.102,26.846,10.476,7648.63,8065.9,7841.34,7885.15
1437134400,2537.33,22.558,9.533,2354.15,23.208,8.03,2389.5,26.69,0.956,2466.92,23.961,27.328,10.464,7649.15,8067.36,7842.35,7886.33
1437091200,2537.14,22.551,9.514,2354.2,23.179,8.034,2395.33,26.482,1.51,2467.05,23.957,27.347,10.544,7649.02,8067.33,7842.46,7886.66
1437048000,2537.77,22.516,9.575,2355.05,23.144,8.111,2392.94,26.568,1.283,2467.95,23.908,27.477,10.609,7649.24,8068.61,7843.17,7887.98
1437004800,2538.3,22.48,9.625,2355.86,23.1,8.184,2395.12,26.499,1.49,2465.28,23.989,27.089,10.696,7649.58,8069.17,7843.75,7889.13
1436961600,2540.14,22.426,9.802,2357.85,23.042,8.364,2390.89,26.672,1.087,2458.44,24.248,26.099,10.76,7650.4,8069.79,7843.96,7890.12
1436918400,2541.86,22.357,9.967,2359.61,22.974,8.523,2383.63,26.907,0.398,2454.94,24.407,25.593,10.906,7652.46,8070.82,7844.32,7891.16
1436875200,2543.48,22.288,10.123,2361.17,22.91,8.664,2374.11,27.206,-0.506,2443.35,24.932,23.915,10.842,7656.01,8072.33,7845.33,7893.61
1436832000,2543.28,22.228,10.102,2360.88,22.854,8.637,2381.16,26.912,0.165,2449.89,24.635,24.862,10.994,7658.84,8073.49,7845.46,7893.76
1436788800,2543.78,22.169,10.15,2361.21,22.799,8.666,2381.28,26.861,0.177,2438.17,25.244,23.168,10.606,7663.35,8074.88,7846.74,7896.62
1436745600,2542.58,22.117,10.031,2360.04,22.75,8.56,2388.5,26.556,0.863,2482.49,23.754,29.59,10.779,7664.24,8076.77,7847.25,7895.76
1436702400,2542.93,22.07,10.064,2360.39,22.705,8.591,2386.95,26.566,0.716,2480.8,23.835,29.346,10.55,7666.38,8077.93,7848.21,7897.37
1436659200,2542.55,22.023,10.026,2360.01,22.66,8.555,2398.07,26.162,1.773,2485.68,23.637,30.053,10.479,7667.3,8078.27,7848.59,7897.62
1436616000,2543.21,21.969,10.089,2360.78,22.613,8.625,2393.97,26.275,1.384,2487.39,23.591,30.3,10.307,7668.46,8079.12,7849.47,7898.78
1436572800,2543.63,21.94,10.129,2361.26,22.565,8.668,2396.53,26.175,1.627,2490.68,23.455,30.776,10.282,7668.85,8079.26,7849.34,7898.55
1436529600,2544.04,21.894,10.168,2361.69,22.52,8.707,2391.68,26.301,1.167,2491.22,23.455,30.855,10.145,7670.49,8080.3,7850.27,7899.9
1436486400,2543.67,21.852,10.13,2361.33,22.477,8.673,2399.27,26.016,1.888,2493.36,23.346,31.164,10.22,7671.24,8080.31,7850.29,7899.75
1436443200,2543.76,21.812,10.139,2361.57,22.435,8.694,2396.3,26.078,1.607,2492.47,23.406,31.036,10.134,7673.37,8080.88,7851,7901.04
1436400000,2543.79,21.769,10.14,2361.68,22.39,8.703,2405.64,25.745,2.494,2496.8,23.177,31.662,10.291,7674.29,8081.49,7850.99,7900.88
1436356800,2544.89,21.722,10.246,2362.85,22.342,8.81,2397.61,26.001,1.731,2493.63,23.326,31.204,10.21,7676.34,8082.7,7851.93,7902.56
1436313600,2545.1,21.671,10.265,2363.11,22.29,8.832,2404.53,25.739,2.389,2496.14,23.192,31.566,10.27,7677.75,8083.25,7852.01,7902.73
1436270400,2546.14,21.618,10.364,2364.2,22.238,8.931,2397.09,25.965,1.683,2493.43,23.354,31.175,10.059,7679.8,8084.26,7853.19,7904.67
1436227200,2546.51,21.566,10.4,2364.56,22.184,8.963,2405.87,25.644,2.517,2499.8,23.065,32.096,10.15,7680.22,8085.08,7853.23,7904.43
1436184000,2547.56,21.51,10.5,2365.64,22.13,9.06,2398.04,25.875,1.773,2499.58,23.108,32.065,10.007,7682,8086.18,7854.18,7905.75
1436140800,2547.84,21.449,10.526,2365.9,22.072,9.083,2407.94,25.523,2.714,2503.04,22.932,32.566,10.102,7683.33,8086.4,7853.93,7905.57
1436097600,2548.74,21.388,10.611,2366.8,22.015,9.164,2398.86,25.781,1.852,2501.15,23.048,32.293,9.929,7686.42,8087.71,7854.99,7907.23
1436054400,2548.8,21.324,10.615,2366.73,21.959,9.157,2409.64,25.383,2.877,2504.3,22.88,32.748,10.037,7688.66,8087.87,7854.88,7907.06
1436011200,2549.47,21.257,10.679,2367.33,21.908,9.211,2399.22,25.682,1.887,2502.3,23.036,32.46,9.838,7691.82,8088.88,7855.77,7908.57
1435968000,2548.91,21.231,10.624,2366.33,21.861,9.119,2416.19,25.067,3.5,2512.86,22.544,33.987,10.069,7693.5,8089.22,7855.61,7907.83
1435924800,2549.57,21.186,10.687,2366.83,21.822,9.164,2409.2,25.262,2.836,2510.27,22.662,33.613,10.062,7696.24,8090.05,7856.09,7908.77
1435881600,2548.84,21.146,10.615,2366.03,21.785,9.091,2422.72,24.768,4.121,2514.6,22.465,34.24,10.213,7698.17,8090.11,7855.91,7908.65
1435838400,2549.31,21.111,10.66,2366.4,21.755,9.124,2417.62,24.902,3.637,2511.5,22.631,33.791,10.202,7700.76,8091.01,7856.43,7909.77
1435795200,2548.76,21.079,10.606,2365.7,21.727,9.061,2428.45,24.513,4.666,2514.13,22.49,34.171,10.287,7702.45,8091.23,7856.23,7909.77
1435752000,2549.01,21.058,10.629,2365.87,21.71,9.076,2422.22,24.677,4.075,2502.72,23.076,32.523,9.776,7705.01,8092.23,7857.67,7912.34
1435708800,2547.32,21.047,10.465,2364.15,21.698,8.92,2436.81,24.155,5.461,2529.81,21.919,36.444,9.948,7704.13,8092.9,7857.72,7910.85
1435665600,2547.35,21.036,10.468,2364.28,21.687,8.931,2435.07,24.204,5.295,2530.5,21.905,36.543,9.77,7704.46,8093.15,7858.14,7911.35
1435622400,2547.3,21.021,10.462,2364.31,21.671,8.934,2439.81,24.047,5.746,2533.12,21.761,36.923,9.813,7704.13,8092.79,7857.84,7910.54
1435579200,2548.36,20.998,10.564,2365.27,21.653,9.021,2433.63,24.275,5.158,2527.33,21.99,36.083,9.715,7705.28,8093.15,7858.07,7911.15
1435536000,2548.4,20.98,10.568,2365.29,21.641,9.022,2430.81,24.35,4.891,2525.58,22.067,35.83,9.608,7706.71,8093.57,7858.66,7911.83
1435492800,2547.99,20.962,10.528,2364.89,21.632,8.986,2433.81,24.229,5.176,2527.52,22.01,36.111,9.501,7706.38,8093.41,7859.05,7911.93
1435449600,2547.73,20.974,10.503,2364.6,21.624,8.96,2440.73,23.999,5.833,2528.62,21.943,36.271,9.614,7705.6,8092.88,7858.43,7911.07
1435406400,2548.04,20.968,10.533,2364.91,21.619,8.988,2434.19,24.209,5.212,2529.21,21.948,36.356,9.61,7705.77,8093.78,7858.97,7911.72
1435363200,2547.51,20.969,10.482,2364.4,21.62,8.941,2439.24,24.04,5.692,2534.05,21.706,37.056,9.822,7705.17,8093.85,7858.98,7911.48
1435320000,2547.29,20.978,10.461,2364.28,21.625,8.93,2438.9,24.054,5.66,2528.31,21.951,36.226,9.759,7705.62,8094.71,7859.78,7912.54
1435276800,2546.55,20.991,10.389,2363.72,21.632,8.88,2444.93,23.852,6.232,2530.45,21.857,36.535,9.775,7704.54,8094.94,7860.08,7912.89
1435233600,2546.55,21.014,10.39,2364.01,21.633,8.906,2442.79,23.944,6.028,2532.66,21.773,36.855,9.731,7703.69,8095.89,7860.92,7913.75
