t,PR1,T1,R1,PR3,T3,R3,PR2,T2,R2,PR4,T4,R4,P,E2,E1,E3,E4
1448679720,2571.83,14.155,10.186,2382.11,14.878,8.412,2707.93,8.172,25.154,3054.31,10.535,90.49,-2.444,8010.39,8219.63,7892.11,7999.2
1448679600,2571.83,14.156,10.186,2382.11,14.878,8.413,2707.88,8.172,25.15,3054.3,10.535,90.489,-2.445,8010.41,8219.65,7892.11,7999.19
1448679480,2571.83,14.156,10.186,2382.11,14.879,8.412,2707.87,8.173,25.15,3054.3,10.536,90.489,-2.444,8010.38,8219.64,7892.11,7999.19
1448679360,2571.83,14.157,10.186,2382.1,14.879,8.412,2707.87,8.173,25.15,3054.28,10.537,90.487,-2.444,8010.34,8219.63,7892.1,7999.19
1448679240,2571.82,14.157,10.185,2382.09,14.879,8.411,2707.86,8.174,25.149,3054.26,10.537,90.485,-2.444,8010.34,8219.62,7892.09,7999.19
1448679120,2571.82,14.157,10.185,2382.09,14.88,8.411,2707.86,8.174,25.149,3054.25,10.538,90.483,-2.444,8010.32,8219.62,7892.09,7999.19
1448679000,2571.8,14.158,10.184,2382.08,14.88,8.411,2707.85,8.174,25.148,3054.23,10.538,90.481,-2.444,8010.3,8219.62,7892.09,7999.19
1448678880,2571.81,14.158,10.184,2382.08,14.881,8.411,2707.85,8.175,25.148,3054.23,10.539,90.481,-2.444,8010.26,8219.6,7892.08,7999.19
1448678760,2571.8,14.159,10.184,2382.08,14.881,8.41,2707.84,8.176,25.147,3054.21,10.539,90.478,-2.444,8010.26,8219.6,7892.08,7999.19
1448678640,2571.8,14.159,10.183,2382.07,14.882,8.41,2707.83,8.175,25.147,3054.19,10.54,90.476,-2.444,8010.27,8219.6,7892.08,7999.19
1448678520,2571.79,14.16,10.183,2382.07,14.882,8.41,2707.82,8.176,25.146,3054.18,10.54,90.475,-2.444,8010.24,8219.59,7892.07,7999.18
1448677200,2571.75,14.165,10.18,2382.03,14.887,8.407,2707.73,8.181,25.139,3054.06,10.542,90.462,-2.443,8010.24,8219.59,7892.07,7999.17
1448677080,2571.75,14.165,10.18,2382.02,14.887,8.406,2707.73,8.182,25.139,3054.05,10.543,90.46,-2.444,8010.2,8219.58,7892.06,7999.17
1448676960,2571.74,14.165,10.179,2382.01,14.888,8.406,2707.72,8.182,25.139,3054.04,10.542,90.458,-2.444,8010.19,8219.57,7892.04,7999.15
1448676720,2571.74,14.166,10.179,2382.01,14.888,8.406,2707.71,8.183,25.137,3054.06,10.543,90.461,-2.443,8010.17,8219.56,7892.02,7999.12
1448676600,2571.72,14.167,10.177,2381.95,14.889,8.401,2707.76,8.184,25.141,3054.13,10.543,90.47,-2.443,8010.15,8219.56,7892.01,7999.11
1448676360,2571.73,14.168,10.179,2382,14.89,8.405,2707.69,8.184,25.136,3054.08,10.543,90.464,-2.443,8010.07,8219.54,7892,7999.1
1448676240,2571.72,14.168,10.178,2381.99,14.89,8.404,2707.68,8.184,25.135,3054.07,10.542,90.463,-2.442,8010.07,8219.55,7891.99,7999.08
1448676000,2571.72,14.169,10.177,2381.99,14.891,8.404,2707.67,8.185,25.134,3054.1,10.542,90.466,-2.442,8010.06,8219.54,7891.98,7999.08
1448675880,2571.71,14.17,10.177,2381.98,14.892,8.404,2707.66,8.185,25.134,3054.1,10.542,90.466,-2.443,8010.03,8219.54,7891.98,7999.07
1448675760,2571.71,14.17,10.177,2381.98,14.892,8.403,2707.65,8.185,25.133,3054.11,10.542,90.467,-2.443,8010,8219.54,7891.98,7999.07
1448675520,2571.71,14.171,10.177,2381.98,14.894,8.403,2707.65,8.183,25.133,3054.12,10.542,90.469,-2.444,8009.97,8219.54,7891.98,7999.08
1448675400,2571.73,14.172,10.178,2381.98,14.896,8.403,2707.66,8.178,25.134,3054.14,10.542,90.471,-2.444,8009.99,8219.56,7891.99,7999.09
1448668800,2571.51,14.196,10.162,2381.79,14.919,8.39,2707.06,8.214,25.088,3054.25,10.543,90.483,-2.437,8009.57,8219.57,7892.07,7999.21
1448625600,2570.39,14.35,10.078,2380.94,15.062,8.329,2701.68,8.533,24.676,3057.63,10.42,90.877,-2.332,8005.87,8218.84,7891.89,7998.46
1448582400,2570.25,14.494,10.07,2380.82,15.197,8.322,2696.23,8.867,24.258,3030.93,11,87.762,-2.511,8001.53,8216.66,7891.53,7997.94
1448539200,2570.25,14.632,10.072,2380.83,15.323,8.324,2687.19,9.347,23.566,3027.61,10.986,87.373,-2.486,7996.67,8214.35,7890.48,7995.99
1448496000,2569.57,14.767,10.022,2380.33,15.449,8.289,2682.91,9.611,23.238,3016.99,11.284,86.135,-2.448,7992.22,8212.38,7889.28,7994.67
1448452800,2569.06,14.897,9.985,2380.02,15.567,8.267,2678.07,9.9,22.867,3014.66,11.212,85.861,-2.31,7988.49,8210.95,7888.44,7993.78
1448409600,2568.71,15.018,9.96,2379.9,15.675,8.259,2674.25,10.143,22.575,2987.02,11.877,82.638,-2.459,7986.06,8209.85,7889.18,7993.93
1448366400,2569.06,15.124,9.989,2380.45,15.768,8.3,2667.12,10.527,22.029,2979.16,12.011,81.719,-2.418,7981.6,8207.58,7887.91,7991.9
1448323200,2569.71,15.21,10.041,2381.24,15.891,8.359,2660.3,10.907,21.507,2978.78,11.951,81.674,-2.239,7977.97,8206.09,7886.83,7990.2
1448280000,2571.01,15.279,10.145,2382.46,15.97,8.449,2647.45,11.495,20.525,2973.64,12.036,81.074,-2.073,7975.88,8205.07,7886.34,7989.55
1448236800,2571.23,15.343,10.163,2382.62,16.04,8.462,2641.47,11.768,20.067,2959.82,12.574,79.466,-1.988,7973.94,8203.87,7885.78,7989.09
1448193600,2571.12,15.406,10.156,2382.49,16.111,8.452,2637.57,11.951,19.769,2955.35,12.589,78.943,-1.828,7971.87,8202.84,7884.88,7987.97
1448150400,2570.7,15.47,10.124,2382.02,16.18,8.419,2636.39,12.032,19.678,2943.88,12.701,77.603,-1.773,7970.62,8201.72,7884.37,7987.61
1448107200,2570.14,15.536,10.082,2381.45,16.247,8.378,2637.04,12.05,19.728,2929.45,12.895,75.917,-1.822,7969.41,8200.41,7883.79,7987.29
1448064000,2569.58,15.602,10.04,2380.91,16.314,8.339,2636.63,12.104,19.696,2922.63,13.086,75.122,-1.776,7967.71,8199.48,7883.26,7986.67
1448020800,2569.05,15.666,9.999,2380.42,16.38,8.304,2634.74,12.211,19.551,2920.32,13.152,74.853,-1.701,7966.38,8198.87,7882.91,7986.02
1447977600,2568.6,15.728,9.965,2379.96,16.446,8.271,2631.92,12.354,19.335,2915.79,13.322,74.325,-1.657,7964.93,8197.98,7882.28,7985.3
1447934400,2567.97,15.792,9.917,2379.36,16.51,8.228,2629.8,12.466,19.174,2916.44,13.337,74.402,-1.559,7962.96,8197.2,7881.56,7984.25
1447891200,2567.1,15.857,9.851,2378.57,16.575,8.171,2629.87,12.496,19.178,2913.97,13.42,74.113,-1.494,7961.12,8196.6,7881.27,7983.59
1447848000,2566.43,15.922,9.8,2377.96,16.638,8.127,2629.64,12.545,19.16,2912.47,13.455,73.939,-1.368,7958.63,8195.4,7880.41,7982.13
1447804800,2566.09,15.981,9.775,2377.69,16.695,8.108,2628.71,12.626,19.089,2910,13.464,73.65,-1.192,7956.28,8194.27,7879.44,7980.68
1447761600,2566.38,16.031,9.798,2377.9,16.746,8.124,2624.79,12.821,18.789,2905.83,13.438,73.161,-1.063,7954.87,8193.39,7878.69,7980.04
1447718400,2566.48,16.082,9.808,2378,16.792,8.132,2621.11,12.998,18.507,2895.78,13.759,71.99,-1.005,7953.78,8192.53,7877.94,7979.52
1447675200,2566.38,16.124,9.8,2377.77,16.836,8.116,2617.78,13.146,18.253,2894.55,13.825,71.848,-0.909,7952.82,8192.03,7877.26,7978.84
1447632000,2566.06,16.165,9.776,2377.25,16.882,8.078,2616.27,13.224,18.138,2892.49,13.895,71.608,-0.88,7952.36,8191.5,7876.89,7978.28
1447588800,2565.45,15.617,9.717,2376.42,16.931,8.018,2615.56,13.26,18.084,2891.84,13.903,71.532,-0.872,7951.32,8190.62,7875.84,7977.26
1447545600,2564.49,15.658,9.643,2375.25,16.986,7.933,2615.89,13.257,18.109,2893.87,13.889,71.769,-0.834,7950.16,8189.93,7874.97,7976.19
1447502400,2563.45,15.704,9.563,2373.93,17.048,7.837,2616.93,13.233,18.188,2893.7,13.866,71.749,-0.873,7949.41,8189.24,7874.48,7975.76
1447459200,2561.93,15.756,9.446,2372.13,17.118,7.707,2618.84,13.162,18.334,2891.61,13.99,71.507,-0.969,7947.99,8187.93,7874,7974.97
1447416000,2560.01,16.195,9.305,2369.99,17.186,7.551,2623.35,13.007,18.678,2894.75,13.922,71.872,-0.98,7945.49,8186.76,7873.15,7973.64
1447372800,2558.35,16.514,9.182,2368.08,17.282,7.413,2627.09,12.9,18.963,2889.83,14.033,71.299,-1.023,7941.96,8184.77,7872.37,7972.23
1447329600,2556.34,16.626,9.028,2366.08,17.398,7.268,2632.18,12.747,19.352,2888.74,14.038,71.171,-0.983,7937.95,8182.76,7871.3,7970.62
1447286400,2554.64,16.746,8.897,2364.42,17.516,7.148,2636.28,12.66,19.664,2886.54,14.104,70.915,-0.848,7933.1,8180.7,7870.06,7968.76
1447243200,2553.71,16.867,8.827,2363.45,17.634,7.078,2634,12.82,19.489,2885.48,14.126,70.791,-0.691,7928.71,8179.1,7869.09,7967.52
1447200000,2552.89,16.985,8.765,2362.6,17.747,7.017,2633.24,12.924,19.43,2880.04,14.27,70.156,-0.533,7924.31,8177.5,7868.22,7966.45
1447156800,2552.98,17.091,8.775,2362.5,17.849,7.011,2628.33,13.207,19.055,2876.75,14.283,69.772,-0.377,7920.4,8175.92,7867.44,7965.41
1447113600,2553.49,17.187,8.816,2362.91,17.944,7.042,2620.34,13.606,18.443,2862.44,14.653,68.104,-0.302,7916.83,8173.92,7866.96,7964.56
1447070400,2553.47,17.279,8.816,2362.95,18.036,7.045,2614.1,13.917,17.966,2861.42,14.678,67.985,-0.136,7913.16,8172.54,7866.13,7963.35
1447027200,2553.02,17.37,8.783,2362.58,18.127,7.02,2609.7,14.145,17.629,2855.73,14.923,67.322,-0.031,7910.42,8171.04,7865.41,7962.53
1446984000,2552.19,17.463,8.72,2361.9,18.219,6.97,2606.64,14.304,17.395,2858.85,14.868,67.687,0.147,7907.11,8170.06,7864.67,7961.27
1446940800,2551.13,17.555,8.639,2361.05,18.308,6.909,2607.74,14.324,17.478,2855.09,15.003,67.249,0.279,7903.96,8169.02,7864.11,7960.08
1446897600,2551.05,17.636,8.634,2361.09,18.386,6.913,2603.21,14.562,17.132,2853.65,15.03,67.08,0.455,7901.13,8167.71,7863.43,7958.92
1446854400,2551.06,17.709,8.637,2361.21,18.462,6.923,2597.65,14.845,16.707,2852.1,15.02,66.899,0.717,7898.2,8166.32,7862.64,7957.21
1446811200,2551.4,17.778,8.665,2361.46,18.535,6.942,2591.74,15.137,16.254,2838.28,15.25,65.285,0.767,7895.69,8164.5,7861.92,7956.76
1446768000,2550.84,17.847,8.622,2360.96,18.609,6.906,2591.57,15.191,16.241,2836.24,15.119,65.045,0.943,7893.48,8163.46,7861.66,7955.87
1446724800,2550.92,17.905,8.63,2360.94,18.68,6.905,2588.99,15.334,16.044,2816.84,15.491,62.781,0.9,7892.08,8161.71,7861.49,7955.52
1446681600,2550.56,18.004,8.604,2360.49,18.755,6.873,2586.76,15.463,15.872,2808.4,15.82,61.799,0.957,7889.47,8160,7860.57,7954.24
1446638400,2549.85,18.079,8.55,2359.75,18.834,6.82,2583.33,15.618,15.61,2808.14,15.843,61.768,1.011,7887.3,8159.17,7860.27,7953.51
1446595200,2548.6,18.158,8.454,2358.58,18.917,6.736,2587,15.525,15.89,2808.97,15.844,61.865,1.087,7884.2,8158,7859.52,7952.12
1446552000,2548.07,18.237,8.414,2358.13,18.998,6.703,2584.07,15.677,15.666,2809.36,15.837,61.911,1.131,7881.2,8156.73,7859.06,7951.07
1446508800,2547.33,18.312,8.358,2357.49,19.072,6.658,2585.47,15.687,15.772,2809.64,15.866,61.944,1.22,7878.14,8155.59,7858.21,7949.68
1446465600,2547.47,18.387,8.371,2357.58,19.148,6.665,2576.4,16.07,15.079,2805.81,16.056,61.499,1.188,7875.68,8154.13,7857.96,7949.22
1446422400,2546.17,18.465,8.271,2356.42,19.228,6.581,2579.81,15.988,15.339,2807.17,16.01,61.657,1.284,7872.26,8152.82,7857.28,7947.66
1446379200,2545.88,18.543,8.25,2356.1,19.309,6.558,2576.37,16.161,15.076,2800.29,16.137,60.854,1.236,7869.48,8151,7856.67,7947.15
1446336000,2544.96,18.57,8.178,2355.3,19.39,6.501,2578.21,16.152,15.216,2802.53,16.013,61.114,1.41,7865.64,8149.59,7856.13,7945.42
1446292800,2545.16,18.638,8.196,2355.38,19.471,6.507,2571.69,16.446,14.718,2778.88,16.55,58.355,1.427,7862.25,8146.36,7855.26,7944.11
1446249600,2544.26,18.178,8.116,2354.53,19.554,6.446,2573.99,-39.16,14.773,2771.25,16.738,57.465,1.594,7858.59,8144.02,7854.12,7942.4
1446206400,2543.74,18.256,8.077,2354.01,19.638,6.409,2569.32,-39.006,14.419,2770.17,16.768,57.339,1.858,7855.69,8142.61,7853.6,7941.15
1446163200,2542.78,18.338,8.004,2353.11,19.722,6.344,2571.97,-38.984,14.62,2766.79,16.849,56.946,2.139,7852.33,8141.04,7852.59,7939.46
1446120000,2542.5,18.42,7.984,2352.79,19.807,6.322,2565.82,-38.903,14.152,2767.16,16.83,56.988,2.406,7849.82,8140.12,7852.3,7938.7
1446076800,2541.75,18.503,7.927,2352.1,19.89,6.272,2567.38,-38.767,14.271,2764.36,16.965,56.662,2.601,7845.94,8139.08,7851.82,7937.77
1446033600,2541.56,18.582,7.913,2351.91,19.971,6.259,2562.87,-38.499,13.928,2766.52,16.9,56.915,2.78,7842.81,8138.19,7851.61,7936.95
1445990400,2540.94,18.662,7.867,2351.41,20.052,6.224,2560.43,-38.3,13.743,2768.97,16.881,57.201,3,7838.96,8137.16,7851,7935.67
1445947200,2540.58,18.743,7.84,2351.21,20.129,6.21,2556.85,-37.693,13.471,2768.93,16.854,57.196,3.026,7836.23,8136.46,7851.35,7935.79
1445904000,2539.96,18.816,7.793,2350.93,20.199,6.19,2558.87,-37.233,13.624,2770.27,16.716,57.351,3.386,7831.55,8135.19,7850.58,7933.49
1445860800,2541.52,18.875,7.916,2352.25,20.256,6.287,2549.21,17.912,12.994,2738.13,17.377,53.6,3.363,7829.27,8132.42,7849.97,7933.25
1445817600,2541.91,18.927,7.948,2352.72,20.306,6.321,2545.15,18.121,12.683,2727.35,17.62,52.343,3.482,7827.04,8131.24,7850.02,7933.01
1445774400,2542.79,18.965,8.017,2353.58,20.348,6.384,2539.55,18.39,12.255,2716.71,17.691,51.099,3.568,7825.13,8129.43,7849.51,7932.22
1445731200,2543.59,18.992,8.08,2354.25,20.382,6.434,2533.64,18.647,11.803,2701.12,18.024,49.28,3.715,7823.86,8127.33,7848.75,7931.13
1445688000,2544.19,18.984,8.127,2354.75,20.415,6.471,2527.2,18.927,11.311,2691.52,18.332,48.161,3.846,7822.91,8126.34,7848.39,7930.78
1445644800,2543.78,19.758,8.11,2354.42,20.446,6.447,2527.86,18.918,11.362,2689.5,18.428,47.926,3.994,7821.58,8125.93,7848.07,7930.29
1445601600,2543.73,19.788,8.107,2354.44,20.475,6.448,2526.22,19.007,11.236,2692.39,18.336,48.263,4.12,7820.57,8126.13,7848.32,7930.14
1445558400,2543.87,19.812,8.118,2354.62,20.498,6.462,2526.16,19.043,11.231,2685.13,18.502,47.416,4.192,7818.97,8124.85,7847.84,7929.2
1445515200,2544.43,19.83,8.163,2355.14,20.517,6.5,2521.13,19.256,10.846,2683.18,18.523,47.187,4.347,7817.72,8123.88,7847.39,7928.13
1445472000,2544.4,19.843,8.16,2355.07,20.533,6.496,2520.34,19.296,10.786,2682.45,18.557,47.104,4.615,7816.78,8123.21,7846.7,7926.79
1445428800,2544.85,19.856,8.195,2355.34,20.552,6.516,2515.71,19.481,10.433,2676.03,18.689,46.353,4.755,7816.82,8122.63,7846.23,7926.59
1445385600,2544.17,19.874,8.143,2354.59,20.574,6.461,2518.72,19.364,10.663,2673.49,18.809,46.059,4.912,7816.76,8122.33,7845.83,7926.23
1445342400,2543.89,19.895,8.121,2354.19,20.601,6.432,2518.54,19.38,10.649,2672.27,18.872,45.916,4.961,7816.67,8122.42,7846.18,7926.47
1445299200,2543.02,19.92,8.054,2353.36,20.63,6.371,2523.01,19.22,10.99,2673.51,18.838,46.062,5.052,7815.15,8121.57,7845.46,7925.43
1445256000,2542.82,19.751,8.035,2353.12,20.659,6.354,2522.31,19.26,10.936,2672.37,18.884,45.929,5.042,7814.54,8121.35,7845.83,7925.53
1445212800,2542.51,19.389,8.004,2352.8,20.684,6.331,2524.45,19.201,11.1,2670.46,18.937,45.706,5.179,7812.52,8119.72,7844.85,7923.83
1445169600,2542.83,19.381,8.028,2352.97,20.71,6.344,2520.56,19.367,10.802,2667.94,19.002,45.412,5.345,7811.63,8118.78,7843.95,7922.75
1445126400,2542.45,19.389,7.999,2352.5,20.737,6.31,2520.62,19.366,10.807,2665.78,19.112,45.16,5.521,7811.04,8118.1,7843.19,7921.83
1445083200,2542.27,19.396,7.985,2352.17,20.768,6.286,2520.04,19.398,10.762,2659.98,19.414,44.486,5.474,7811.16,8117.69,7843.34,7922.18
1445040000,2541.32,19.405,7.912,2351.17,20.802,6.213,2523.36,19.275,11.016,2670.27,19.014,45.685,5.713,7809.49,8117.16,7842.5,7920.29
1444996800,2540.95,19.392,7.882,2350.62,20.841,6.174,2520.59,19.382,10.805,2667.37,19.176,45.348,5.739,7809.23,8116.53,7842.3,7919.95
1444953600,2539.63,19.489,7.781,2349.29,20.887,6.077,2526.33,19.165,11.243,2671.79,19.016,45.862,5.991,7807.63,8115.55,7841.22,7918.02
1444910400,2539.02,19.529,7.734,2348.5,20.939,6.02,2525,19.226,11.141,2665.63,19.286,45.146,5.984,7807.03,8114.51,7840.82,7917.67
1444867200,2537.49,19.577,7.616,2346.91,20.998,5.905,2530.31,19.032,11.546,2671.58,19.057,45.839,6.25,7804.96,8113.52,7839.89,7915.59
1444824000,2536.87,19.63,7.569,2346.07,21.064,5.843,2528.27,19.13,11.391,2662.91,19.467,44.83,6.093,7803.72,8112.21,7839.76,7915.6
1444780800,2534.85,19.696,7.412,2344.01,21.14,5.694,2533.12,18.952,11.761,2680.79,18.8,46.912,6.358,7800.47,8111.89,7839.22,7913.36
1444737600,2533.78,19.768,7.331,2342.84,21.222,5.61,2533.57,18.97,11.795,2676.55,18.987,46.419,6.327,7797.24,8109.81,7838.81,7912.39
1444694400,2532.04,19.848,7.196,2341.13,21.31,5.485,2539.57,18.791,12.253,2678.83,18.87,46.685,6.58,7792.6,8107.9,7837.59,7909.83
1444651200,2531.51,19.932,7.157,2340.52,21.4,5.442,2535.08,19.006,11.91,2672.27,19.091,45.92,6.613,7789.27,8105.85,7837.11,7909.12
1444608000,2530.05,20.017,7.044,2339.18,21.489,5.345,2541.39,18.829,12.391,2673.96,18.971,46.116,6.94,7784.11,8104.08,7835.83,7906.61
1444564800,2530.49,20.082,7.08,2339.58,21.571,5.375,2534.61,19.075,11.873,2669.15,19.148,45.555,6.982,7780.94,8102.35,7835.76,7906.41
1444521600,2530.29,20.147,7.066,2339.43,21.648,5.365,2532.67,19.294,11.723,2673.04,18.93,46.008,7.334,7776.14,8100.57,7834.63,7903.9
1444478400,2530.91,20.177,7.115,2339.94,21.719,5.403,2524.13,19.682,11.071,2666.07,19.156,45.195,7.437,7773.13,8098.66,7833.83,7903.02
1444435200,2530.6,21.043,7.108,2339.7,21.782,5.386,2525.1,19.706,11.144,2663.83,19.243,44.934,7.612,7770.03,8097.61,7833.33,7901.91
1444392000,2531.49,21.097,7.178,2340.55,21.832,5.448,2518.01,20.04,10.602,2657.48,19.48,44.195,7.424,7769.12,8096.63,7833.99,7902.96
1444348800,2532.29,21.134,7.241,2341.37,21.873,5.508,2513.02,20.292,10.22,2664.5,19.046,45.01,7.786,7765.7,8095.18,7832.88,7899.87
1444305600,2533.96,21.159,7.373,2342.6,21.909,5.599,2499.8,20.821,9.21,2630.37,19.792,41.029,7.761,7764.86,8091.88,7831.64,7898.68
1444262400,2533.65,21.188,7.349,2341.94,21.948,5.551,2500.81,20.792,9.287,2619.46,20.144,39.757,7.869,7764.15,8089.98,7830.61,7897.81
1444219200,2532.94,21.231,7.294,2340.88,22.004,5.474,2496.27,20.946,8.94,2619.37,20.194,39.748,7.905,7763.37,8089.32,7830.54,7897.39
1444176000,2530.62,21.291,7.115,2338.4,22.074,5.294,2506.89,20.542,9.752,2623.34,20.071,40.21,8.061,7760.88,8087.69,7829.57,7895.54
1444132800,2529.34,21.362,7.016,2336.82,22.157,5.179,2509.23,20.478,9.93,2621.5,20.141,39.995,8.112,7757.99,8085.64,7829.04,7894.44
1444089600,2527.32,21.454,6.861,2334.6,22.256,5.018,2513.17,20.344,10.231,2622.21,20.165,40.079,8.225,7753.83,8083.52,7828.04,7892.8
1444046400,2525.03,21.367,6.68,2332.22,22.373,4.845,2516.05,20.257,10.451,2621.41,20.253,39.987,8.251,7749.09,8081.62,7827.81,7891.89
1444003200,2522.02,21.372,6.445,2329.46,22.498,4.646,2528.86,19.833,11.428,2623.17,20.133,40.191,8.527,7742.59,8079.11,7826.79,7889.37
1443960000,2521.14,21.836,6.386,2328.66,22.624,4.589,2526.26,20.021,11.229,2615.67,20.387,39.317,8.603,7736.64,8076.73,7826.26,7888.31
1443916800,2519.82,21.971,6.286,2327.68,22.745,4.518,2527.04,20.09,11.288,2616.25,20.273,39.384,8.965,7729.62,8074.75,7825.15,7886.04
1443873600,2519.71,22.099,6.279,2327.87,22.855,4.533,2520.64,20.444,10.798,2608.66,20.462,38.498,9.124,7724.02,8072.77,7824.49,7885.31
1443830400,2519.74,21.471,6.269,2328.38,22.944,4.571,2518.35,20.654,10.621,2605.04,20.44,38.074,9.429,7718.92,8071.49,7823.81,7884.12
1443787200,2522.01,21.544,6.448,2330.69,23.013,4.74,2501.84,21.42,9.359,2587.49,20.789,36.026,9.421,7715.92,8069.84,7824.08,7884.71
1443744000,2523.14,21.602,6.537,2331.92,23.066,4.83,2491.44,21.892,8.564,2576.7,21.054,34.768,9.407,7712.21,8067.98,7823.71,7884.01
1443700800,2524.32,21.647,6.63,2333.17,23.115,4.923,2479.02,22.433,7.615,2570.62,21.228,34.059,9.378,7708.95,8066.14,7823.32,7883.41
1443657600,2524.57,21.682,6.65,2333.57,23.158,4.952,2475.78,22.611,7.366,2569.72,21.075,33.951,9.684,7705.5,8064.79,7822.2,7881.66
1443614400,2525.21,21.68,6.7,2334.24,23.194,5.001,2466.04,22.994,6.623,2543.32,21.735,30.873,9.495,7704.78,8064.11,7823.03,7883.03
1443571200,2524.6,21.784,6.654,2333.95,23.229,4.981,2472.57,22.815,7.12,2540.52,21.795,30.546,9.561,7701.34,8062.31,7822.22,7881.67
1443528000,2525.43,21.812,6.72,2334.99,23.257,5.057,2465.78,23.121,6.601,2537.83,21.827,30.231,9.684,7699.16,8061.51,7821.92,7881.01
1443484800,2526.21,21.825,6.781,2335.91,23.274,5.124,2461.04,23.333,6.239,2532.72,21.942,29.635,9.9,7697.5,8060.45,7821.12,7879.91
1443441600,2527.34,21.827,6.869,2337.05,23.285,5.207,2452.59,23.674,5.594,2525.74,22.212,28.823,10.035,7697.55,8060.65,7821.11,7880.07
1443398400,2527.77,21.828,6.903,2337.4,23.297,5.233,2447.78,23.855,5.226,2522.84,22.351,28.486,10.17,7697.56,8060.56,7820.75,7879.76
1443355200,2527.66,21.826,6.894,2337.17,23.313,5.216,2444.89,23.954,5.005,2521.14,22.46,28.288,10.163,7698,8060.88,7821.2,7880.17
1443312000,2526.73,21.83,6.822,2336.15,23.33,5.142,2450.99,23.744,5.471,2525.37,22.278,28.78,10.339,7696.8,8059.92,7820.61,7878.73
1443268800,2526.42,21.816,6.797,2335.79,23.354,5.116,2449.81,23.798,5.381,2524.07,22.341,28.629,10.368,7696.45,8059.75,7820.84,7878.62
1443225600,2525.65,21.891,6.739,2334.99,23.379,5.058,2453.87,-46.261,5.645,2525.47,22.283,28.793,10.553,7694.66,8058.81,7819.98,7877.15
1443182400,2525.2,21.913,6.704,2334.56,23.41,5.027,2453.47,-46.231,5.614,2526.18,22.281,28.875,10.615,7693.56,8058.9,7820.09,7877.04
1443139200,2524.4,21.938,6.642,2333.85,23.441,4.976,2459.14,-46.315,6.045,2529.05,22.149,29.209,10.75,7692.05,8058.46,7819.84,7876.26
1443096000,2524.63,21.957,6.66,2334.09,23.472,4.993,2454.38,-46.079,5.683,2524.91,22.299,28.726,10.702,7691,8058.12,7820.01,7876.26
1443052800,2524.3,22.318,6.642,2333.82,23.503,4.974,2454.2,-45.921,5.67,2523.9,22.327,28.61,10.777,7689.06,8057.36,7819.46,7875.25
1443009600,2524.05,22.532,6.627,2333.76,23.531,4.969,2453.71,-45.842,5.632,2523.93,22.342,28.613,10.734,7687.94,8057.46,7819.64,7875.32
1442966400,2523.97,22.031,6.61,2333.85,23.55,4.977,2457.15,-45.851,5.894,2524.39,22.282,28.666,10.8,7686.41,8056.86,7819.32,7874.42
1442923200,2525.11,22.028,6.699,2335.03,23.562,5.062,2446.78,-17.102,5.56,2519.82,22.357,28.132,10.849,7685.97,8057.03,7819.21,7873.85
1442880000,2525.44,22.013,6.724,2335.33,23.572,5.085,2443.61,24.234,4.905,2512.79,22.617,27.313,10.809,7686.44,8056.47,7818.94,7873.63
1442836800,2525.59,22.385,6.744,2335.4,23.586,5.09,2438.95,24.401,4.55,2510.48,22.74,27.046,10.733,7686.78,8056.53,7819,7873.6
1442793600,2524.82,22.912,6.694,2334.52,23.603,5.026,2444.46,24.2,4.971,2514.7,22.581,27.537,10.802,7686.01,8055.68,7818.55,7872.26
1442750400,2524.65,22.403,6.671,2334.2,23.626,5.003,2439.99,24.357,4.629,2512.26,22.716,27.253,10.683,7685.86,8055.46,7818.73,7872.32
1442707200,2523.47,22.95,6.59,2332.99,23.652,4.915,2448.96,24.024,5.314,2515.2,22.587,27.595,10.755,7684.42,8054.02,7817.97,7870.7
1442664000,2523.4,22.443,6.574,2332.84,23.682,4.904,2445.25,24.188,5.03,2513.27,22.668,27.37,10.692,7683.45,8053.51,7817.87,7870.31
1442620800,2522.51,23.011,6.516,2331.94,23.714,4.839,2451.09,23.974,5.477,2515.16,22.599,27.591,10.767,7681.65,8052.09,7817.05,7868.71
1442577600,2522.36,23.04,6.505,2331.75,23.746,4.825,2448.11,24.089,5.249,2513.61,22.668,27.411,10.76,7680.98,8051.73,7817.01,7868.23
1442534400,2521.86,23.068,6.466,2331.2,23.779,4.786,2450.19,24.041,5.407,2513.55,22.684,27.403,10.816,7679.76,8050.61,7816.44,7867.01
1442491200,2521.57,23.1,6.444,2330.82,23.818,4.758,2444.6,24.242,4.98,2511.68,22.786,27.186,10.718,7679.09,8050.02,7816.48,7866.58
1442448000,2520.28,23.14,6.345,2329.53,23.861,4.664,2451.08,24.026,5.475,2516.19,22.595,27.711,10.842,7677.09,8048.76,7815.74,7864.67
1442404800,2519.72,23.185,6.302,2328.93,23.91,4.621,2447.5,24.166,5.202,2515.47,22.637,27.627,10.829,7675.57,8048.06,7815.72,7864
1442361600,2518.44,23.236,6.203,2327.72,23.964,4.533,2454.42,23.95,5.73,2516.69,22.585,27.77,10.924,7672.66,8046.36,7814.8,7862.22
1442318400,2517.98,23.293,6.168,2327.3,24.022,4.503,2449.86,24.135,5.381,2516.17,22.604,27.709,10.932,7670.31,8045.72,7814.91,7861.59
